Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Affects versions,Fix versions,Fix versions,Components,Components,Components,Components,Components,Components,Due date,Votes,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Polaris work item link),Outward issue link (Polaris work item link),Outward issue link (Polaris work item link),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Inward issue link (Work item split),Inward issue link (Work item split),Outward issue link (Work item split),Outward issue link (Work item split),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Affected services),Custom field (Approvals),Custom field (Business Case),Custom field (Business Requestor),Custom field (Category),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text (view-only)),Custom field (Development),Custom field (Epic Colour),Custom field (Epic Name),Custom field (Epic Score),Custom field (Epic Status),Custom field (Focus Areas),Custom field (Functional Unit),Custom field (GEP Jira Id),Custom field (Goals),Custom field (Issue color),Custom field (Justification),Custom field (Locked forms),Custom field (Number of user affected?),Custom field (Open forms),Custom field (Perceived Value),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Satisfaction rating,Custom field (Satisfaction date),Custom field (Sentiment),Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
Add UOM column to the Meter Hierarchy table,DF-782,43457,Story,In Evaluation,DF,Data Foundations,software,Lee Pattison,61d60cf3e7637900680e44d0,Jira Project space for the Data Foundations project. This is the collection point for tracking work items and development.,https://keyera.atlassian.net/wiki/spaces/DF/,Medium,,Zackary Oleitschuk,712020:c79871b4-3321-48a4-b4ae-d1a84eb31c0b,Svetlana Garaev,557058:df742dde-c297-4b5d-b42f-35d95bc257de,Svetlana Garaev,557058:df742dde-c297-4b5d-b42f-35d95bc257de,16/Sep/25 12:12 PM,18/Sep/25 11:59 AM,,,,,,,,,,,,,0,,,,,"As a Plant Accounting, I need to see the UOM applicable to each meter on the TIPS meter hierarchy.

*Technical details:*

# Add a column, titled “UOM” to the meter hierarchy table (keyera_enterprise_prod.gold_tips.meter_hierarchy). The column needs to appear between the DIPS_CD and the GOVT_CD columns. 
# For each line on the meter hierarchy table, determine the TIPS UOM by finding a matching combination of PROD_CD and DISP_CD in the keyera_enterprise_prod.gold_tips_reference.contractual_uom and its corresponding qty_uom_cd. If mutiple matches are found, use the most recent value based on the updt_dt value in the keyera_enterprise_prod.gold_tips_reference.contractual_uom table.

*Acceptance criteria:*

* The Meter Hierarchy table includes the UOM column.
* The UOM column includes correct UOM for each meter, derived from the combination of PROD_CD and DISP_CD for that meter, based on the keyera_enterprise_prod.gold_tips_reference.contractual_uom table

*Definition of Done:*

* Code is Written and Reviewed via Pull Request
* Code Passes Unit Tests
* Solution is Documented (README, docstrings, etc.).
* Terraform is Updated (to create resource dependencies like groups, Service Principals, catalogs, schemas, etc.)
* Development Deployment is Validated
* Story is Attached to a Release
* Release is Deployed to Test",,Svetlana Garaev,,,,,,,,557058:df742dde-c297-4b5d-b42f-35d95bc257de,,,,,,,,,,,,,,,,,,,DF-379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7a49c6c,,,,,0.0,,{},,,,,,,,,,,,,,,,,0|i0452o:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37119,DF-16,TIPS Volumetric Data by Customer,In Progress,17/Sep/25 10:30 AM
Create eONE gold tables,DF-781,43453,Story,In Evaluation,DF,Data Foundations,software,Lee Pattison,61d60cf3e7637900680e44d0,Jira Project space for the Data Foundations project. This is the collection point for tracking work items and development.,https://keyera.atlassian.net/wiki/spaces/DF/,Medium,,Scott Drennan,712020:32c2239a-0e07-4ec9-9631-3c8768666b03,Melanie Quon,712020:af41946c-f3f6-4122-92c4-d0666a71979f,Melanie Quon,712020:af41946c-f3f6-4122-92c4-d0666a71979f,16/Sep/25 11:08 AM,16/Sep/25 11:08 AM,,,,,,,,,,,,,0,,,,,,,Melanie Quon,,,,,,,,712020:af41946c-f3f6-4122-92c4-d0666a71979f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6f898cc2,,,,,0.0,,{},,,,,,,,,,,,,,,,,0|i04528:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39540,DF-600,OS BD & Logistics (eONE & Qbyte),In Progress,16/Sep/25 11:08 AM
Develop gold_measurement.op_data_quantity_daily table,DF-780,43451,Story,In Evaluation,DF,Data Foundations,software,Lee Pattison,61d60cf3e7637900680e44d0,Jira Project space for the Data Foundations project. This is the collection point for tracking work items and development.,https://keyera.atlassian.net/wiki/spaces/DF/,Medium,,,,Pauline Telan,6230ae1375f257006a99beed,Pauline Telan,6230ae1375f257006a99beed,16/Sep/25 11:05 AM,16/Sep/25 11:20 AM,,,,,,,,,,,,,0,Measurement,,,,"h3. *Summary*

Operational daily data such as temperature, pressure, densities, etc. used by the Measurement & Analytics team to perform validation activities on meters and tanks. Also used by other downstream users for various purposes.

h3. Business Value/Outcome

In-depth examination of measurement inaccuracies or system issues to enhance operational efficiency and data reliability.

h2. Table Specs

TODO

h2. Acceptance Criteria

* Table created as per specifications
* Table Metadata - Table is tagged with metadata, table and column descriptions loaded into Databricks
* Access provisioned to table as per requirements

h2. Definition of Done

* Code is Written and Reviewed via Pull Request
* Code Passes Unit Tests
* Solution is Documented (README, docstrings, etc.).
* Terraform is Updated (to create resource dependencies like groups, Service Principals, catalogs, schemas, etc.)
* Development Deployment is Validated
* Release is identified and attached 
* Code and Data Product is deployed to Test as part of a release
* Code/Data Product passed user testing in Test",,Pauline Telan,,,,,,,,6230ae1375f257006a99beed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF-779,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3a00e0b5,,,,,0.0,,{},,,,,,,,,,,,,,,,,0|i04520:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42858,DF-738,Measurements - Quantity Data,In Progress,16/Sep/25 11:19 AM
Develop gold_measurement.op_data_quantity_minute table,DF-779,43450,Story,In Evaluation,DF,Data Foundations,software,Lee Pattison,61d60cf3e7637900680e44d0,Jira Project space for the Data Foundations project. This is the collection point for tracking work items and development.,https://keyera.atlassian.net/wiki/spaces/DF/,Medium,,,,Pauline Telan,6230ae1375f257006a99beed,Pauline Telan,6230ae1375f257006a99beed,16/Sep/25 11:00 AM,16/Sep/25 11:20 AM,,,,,,,,,,,,,0,Measurement,,,,"h3. *Summary*

Operational minute data such as temperature, pressure, densities, etc. used by the Measurement & Analytics team to perform validation activities on measurement devices.

h3. Business Value/Outcome

In depth analysis of potential measurement error or system issues. 

h2. Table Specs

[Operational Data Quantity - Minute - Data Foundations - Confluence|https://keyera.atlassian.net/wiki/spaces/DF/pages/85557249/Operational+Data+Quantity+-+Minute]

h2. Acceptance Criteria

* Table created as per specifications
* Table Metadata - Table is tagged with metadata, table and column descriptions loaded into Databricks
* Access provisioned to table as per requirements

h2. Definition of Done

* Code is Written and Reviewed via Pull Request
* Code Passes Unit Tests
* Solution is Documented (README, docstrings, etc.).
* Terraform is Updated (to create resource dependencies like groups, Service Principals, catalogs, schemas, etc.)
* Development Deployment is Validated
* Release is identified and attached 
* Code and Data Product is deployed to Test as part of a release
* Code/Data Product passed user testing in Test",,Pauline Telan,,,,,,,,6230ae1375f257006a99beed,,,,,,,,,,,,,,,,,,,,,,,,,,,DF-780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@58a560d2,,,,,0.0,,{},,,,,,,,,,,,,,,,,0|i0451s:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42858,DF-738,Measurements - Quantity Data,In Progress,16/Sep/25 11:00 AM
Bug ticket for Rimbey Compliance Summary Not Adding Up for Certain Months,DF-778,43445,Bug,Approved to Start,DF,Data Foundations,software,Lee Pattison,61d60cf3e7637900680e44d0,Jira Project space for the Data Foundations project. This is the collection point for tracking work items and development.,https://keyera.atlassian.net/wiki/spaces/DF/,Medium,,Pauline Telan,6230ae1375f257006a99beed,Pauline Telan,6230ae1375f257006a99beed,Pauline Telan,6230ae1375f257006a99beed,16/Sep/25 10:23 AM,17/Sep/25 9:15 AM,,,,,,,,,,,,,0,Emissions,Sustainability,,,"Rimbey’s reported compliance cost is too high for January, March, May, June 2025 in the Detailed Emissions dashboard. 

The issue seems to be the Total Direct Emissions metric under the Compliance Summary. The Detailed Emissions graph is only reporting a value of ~25k for May and June 2025 however, the Compliance Summary graph is inflated. Compliance Summary values should be the same as the Detailed Emissions values.

!image-20250916-163653.png|width=342%,alt=""image-20250916-163653.png""!",,Pauline Telan,,,,,,,,6230ae1375f257006a99beed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/Sep/25 10:37 AM;ug:3bdaadde-f982-4e67-9eaa-a967117a2457;image-20250916-163653.png;https://keyera.atlassian.net/rest/api/3/attachment/content/28235,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6fb490f9,,,,,0.0,,{},,,,,,,,,,,,,,,,,0|i04514:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37770,DF-155,Break/Fix & Sustainment Items,In Progress,16/Sep/25 10:23 AM
Measurement & Analytics - Quality Data,DF-777,43442,Epic,Backlog,DF,Data Foundations,software,Lee Pattison,61d60cf3e7637900680e44d0,Jira Project space for the Data Foundations project. This is the collection point for tracking work items and development.,https://keyera.atlassian.net/wiki/spaces/DF/,High,,,,Scott Drennan,712020:32c2239a-0e07-4ec9-9631-3c8768666b03,Scott Drennan,712020:32c2239a-0e07-4ec9-9631-3c8768666b03,16/Sep/25 9:06 AM,16/Sep/25 9:06 AM,,,,,,,,,,,,,0,Measurement,Quality,,,Quality and Compositional data managed by the Measurement & Analytics team is required for multiple downstream processes.,,Scott Drennan,,,,,,,,712020:32c2239a-0e07-4ec9-9631-3c8768666b03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF-738,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@636eb4c3,,,,,,,{},ghx-label-13,Measurement & Analytics - Quality Data,,To Do,,,,,dark_green,,,,,,,,0|i0450o:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,16/Sep/25 9:06 AM
Create Ingestion Pipeline Using gDC Data,DF-776,43119,Task,In Progress,DF,Data Foundations,software,Lee Pattison,61d60cf3e7637900680e44d0,Jira Project space for the Data Foundations project. This is the collection point for tracking work items and development.,https://keyera.atlassian.net/wiki/spaces/DF/,Medium,,Jacob McCarthy,712020:b9c86c9f-13e4-453a-9ce6-c44710abc25a,Jacob McCarthy,712020:b9c86c9f-13e4-453a-9ce6-c44710abc25a,Jacob McCarthy,712020:b9c86c9f-13e4-453a-9ce6-c44710abc25a,15/Sep/25 1:59 PM,15/Sep/25 1:59 PM,,,,,,,,,,,,,0,,,,,,,Jacob McCarthy,,,,,,,,712020:b9c86c9f-13e4-453a-9ce6-c44710abc25a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@63566d54,,,,,0.0,,{},,,,,,,,,,,,,,,,,0|i0440w:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43115,DF-774,Creating dashboard displaying WCSB facility data and an ingestion pipeline to automatically update dashboard data,In Progress,15/Sep/25 1:59 PM
Create Databricks Dashboard,DF-775,43117,Task,Done,DF,Data Foundations,software,Lee Pattison,61d60cf3e7637900680e44d0,Jira Project space for the Data Foundations project. This is the collection point for tracking work items and development.,https://keyera.atlassian.net/wiki/spaces/DF/,Low,,Jacob McCarthy,712020:b9c86c9f-13e4-453a-9ce6-c44710abc25a,Jacob McCarthy,712020:b9c86c9f-13e4-453a-9ce6-c44710abc25a,Jacob McCarthy,712020:b9c86c9f-13e4-453a-9ce6-c44710abc25a,15/Sep/25 1:58 PM,15/Sep/25 1:59 PM,,,,,,,,,,,,,0,,,,,,,Jacob McCarthy,,,,,,,,712020:b9c86c9f-13e4-453a-9ce6-c44710abc25a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@27738be1,,,,,0.0,,{},,,,,,,,,,,,,,,,,0|i0440o:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43115,DF-774,Creating dashboard displaying WCSB facility data and an ingestion pipeline to automatically update dashboard data,Done,15/Sep/25 1:58 PM
Creating dashboard displaying WCSB facility data and an ingestion pipeline to automatically update dashboard data,DF-774,43115,Epic,In Progress,DF,Data Foundations,software,Lee Pattison,61d60cf3e7637900680e44d0,Jira Project space for the Data Foundations project. This is the collection point for tracking work items and development.,https://keyera.atlassian.net/wiki/spaces/DF/,Medium,,Jacob McCarthy,712020:b9c86c9f-13e4-453a-9ce6-c44710abc25a,Jacob McCarthy,712020:b9c86c9f-13e4-453a-9ce6-c44710abc25a,Jacob McCarthy,712020:b9c86c9f-13e4-453a-9ce6-c44710abc25a,15/Sep/25 1:57 PM,15/Sep/25 1:57 PM,,,,,,Data Analysis,Data Ingestion,,,,,,0,,,,,The WCSB Dashboard will include NGL and Raw Gas data from various facilities in the WCSB Area. The dashboard will use an automated ingestion pipeline that will pull data from an external database into Databricks  ,,Jacob McCarthy,,,,,,,,712020:b9c86c9f-13e4-453a-9ce6-c44710abc25a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@38480af3,,,,,0.0,,{},ghx-label-1,WCSB Dashboard + gDC Data Integration,,To Do,,,,,dark_grey,,,,,,,,0|i0440g:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Progress,15/Sep/25 1:57 PM
Measurement & Analytics - Quality - Quality Accounting,DF-773,43114,Story,Backlog,DF,Data Foundations,software,Lee Pattison,61d60cf3e7637900680e44d0,Jira Project space for the Data Foundations project. This is the collection point for tracking work items and development.,https://keyera.atlassian.net/wiki/spaces/DF/,High,,,,Melanie Quon,712020:af41946c-f3f6-4122-92c4-d0666a71979f,Scott Drennan,712020:32c2239a-0e07-4ec9-9631-3c8768666b03,15/Sep/25 1:40 PM,17/Sep/25 10:12 AM,,,,,,,,,,,,,0,Measurement,Quality,,,"h1. User Story

As a downstream user involved with production accounting, allocation, logistics, business development, or sustainability, I require quality data to support the WATF/EQ processes, including the LPG, Gas, Cond, and Keyera C5+ EQ analysis groups.

This data should be made available in one or more gold tables. The data must be suitable for use in external facing accounting activities such as invoicing and billing.

(i) *Data Product Type:* Core Dataset

(/)  *In-Scope:* Ingestion of necessary source data, construction of one or more gold tables

(x) *Out-of-Scope:* Creation or modification of new or existing reports (to be completed by business team)



*Link to details:* [https://keyera.atlassian.net/wiki/spaces/DF/pages/85819633/Quality+Accounting|https://keyera.atlassian.net/wiki/spaces/DF/pages/85819633/Quality+Accounting|smart-link]

----

h1. Acceptance Criteria

* Data sources have been ingested following architectural standards.
* Gold table contains clean, deduplicated, and fully typed data.
* Gold table contains metadata as per metadata standards.
* Gold table is created as per table specifications.
* Access provisioned to table as per requirements.

{panel:bgColor=#e3fcef}
Please use delivery checklist (right-hand panel) to track the “Definition of Done.”
{panel}","* Domain: Measurement & Analytics
* Subdomain: Quality
* Consumer Group: Enterprise | Consumer | Internal
* Analyst Group: Measurement | Quality | Analyst | Internal",Scott Drennan,,,,,,,,712020:32c2239a-0e07-4ec9-9631-3c8768666b03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6d82d301,,,,Checklist: 0/18,0.0,,{},,,,,,,,,,,,,,,,,0|i04408:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43442,DF-777,Measurement & Analytics - Quality Data,To Do,15/Sep/25 1:41 PM
In Databricks show the last susccessful sql replication,DF-772,43110,Story,In Evaluation,DF,Data Foundations,software,Lee Pattison,61d60cf3e7637900680e44d0,Jira Project space for the Data Foundations project. This is the collection point for tracking work items and development.,https://keyera.atlassian.net/wiki/spaces/DF/,Medium,,Jonathan Yun,5c6c20e2d48a17049c3a954d,Jonathan Yun,5c6c20e2d48a17049c3a954d,Jonathan Yun,5c6c20e2d48a17049c3a954d,15/Sep/25 12:19 PM,15/Sep/25 12:39 PM,,,,,,,,,,,,,0,,,,,"todo: get sql query from systable



----

 some working queries

{noformat}-- shows cluster status
SELECT 
* from sys.availability_replicas

-- might be this but no axs to run:
SELECT 
* from sys.dm_repl_traninfo
{noformat}",,Jonathan Yun,,,,,,,,5c6c20e2d48a17049c3a954d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@768f9c2a,,,,,0.0,,{},,,,,,,,,,,,,,,,,0|i043zk:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37197,DF-61,Maximo HS Event List & Weekly Dashboards,In Progress,15/Sep/25 12:19 PM
Ingesting time and processing Schedule,DF-771,43093,Story,In Progress,DF,Data Foundations,software,Lee Pattison,61d60cf3e7637900680e44d0,Jira Project space for the Data Foundations project. This is the collection point for tracking work items and development.,https://keyera.atlassian.net/wiki/spaces/DF/,High,,Jonathan Yun,5c6c20e2d48a17049c3a954d,Jonathan Yun,5c6c20e2d48a17049c3a954d,Jonathan Yun,5c6c20e2d48a17049c3a954d,15/Sep/25 11:02 AM,15/Sep/25 12:14 PM,,,,,,,,,,,,,0,,,,,"Align the refresh schedule of various ingestion to ensure we get the best/most accurate data for the start of the day.  

Ensure import Maximo jobs have already run.  For example, the work order generation starts at 12:30 am so the current replication starting at 12:05 am will not have the new work orders for the day.

SQL replication is causing a que of 6 blocks at 12:05 PM (24:05).  we get alerts over 5.  no blocks at 12:05 am

Actions: 

* done: list current Refresh times and major crons/reports in maximo
* todo review recommendations with [~accountid:5bda1b59653a520f925ab8b9] and [~accountid:62a10b3e1be00a0068ae38a5] and lee pattison + architechture group meeting
* todo: discuss with mateo and zach



Recommendation: 

* change mx crons to be between 12am and 2:30 am
* sql repl 3:05
* databricks ingestion 3:30

|| || || ||
| |current|proposed|
|sql replication form maxprod - replxmxprod-sub|12:05 AM + 24:05 AM|3:05 AM|
|databricks job (bronze silver gold – all jobs on single sched specific for maximo)|???| |



*MAJOR EVENTS/JOBS:* 

|| || || || ||
| |PURPOSE|CURRENT| |
|UNRELATED – but take like 10mins to refresh PowerBI AMR reports| |10:30 PM, 6AM, 9AM, 12PM 3PM| |
|RELATED: Windows Server Patching|monthly automated patching.  when server is patching, its not able to gen work.  i think greg starts the patches staggered.  only 144 matters at 11pm|CGYMSAPPXXIF1
SG_WSUS_PROD_THU_11PM
\\
CGYMSAPPXXRPT1 XXUI1 XXUI2 SG_WSUS_PROD_FRI_12AM| |
|SQL Server Patching|should not have impact as cluster will be active (failover)|CGYMSDBPXXX_NODE1
SG_WSUS_PROD_SUN_7PM
CGYMSDBPXXX_NODE2
SG_WSUS_PROD_SUN_9PM
\\
CGYMSDBP141 REPLICATION SERVER
SG_WSUS_PROD_SUN_8PM| |
|SQL SERVER commvault backups| |6pm + hourly incremental
(and 6am for refresh tool)| |
|CRON PMWOGENCRON1 key_pmwogen|Maximo Preventative Maintenance Work Order Generation Cron – plans create work orders based based on lead time – wo used by schedulers usually with 14 or 30 day lead time for monday morning report/meetings|12:30 AM| |
|CRON KEY_AMRWOCOMPLIANCE|stored proc snapshop workorder schedules to reporting table for a POWERBI report above.|2:30 AM|CHANGE to 2:15 AM|
|ESC KEY_EVENTCLOSE|Keyera escalation (cron) to auto close resolved incidents|SUNDAY 3AM|change to  1:45 AM|
|ESC KEY_CLOSRSR|Close Service Request Related to Closed Work Orders|DAILY 1:15AM| |
|ESC KEY_CLOSEWO|Close Work Order -- 2024 COMP NONCOMP|DAILY 1:00 AM| |
|ESC KEY_CLOSEMOC|Close the MOC in COMP status over 90 days|DAILY 6:00 AM|CHANGE TO 1:30 AM|
|QBYTE VENDOR/GL integration
IGNORE| |HOURLY| |
|THOMPSON REUTERS EXECHANGE RATE
IGNORE|to get yesterday rates|DAILY 11:00 AM + 11:15AM| |",,Jonathan Yun,,,,,,,,5c6c20e2d48a17049c3a954d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@621298c2,,,,,0.0,,{},,,,,,,,,,,,,,,,,0|i043fw:,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,37197,DF-61,Maximo HS Event List & Weekly Dashboards,In Progress,15/Sep/25 11:02 AM
Apply metadata and documentation,DF-770,43061,Story,Backlog,DF,Data Foundations,software,Lee Pattison,61d60cf3e7637900680e44d0,Jira Project space for the Data Foundations project. This is the collection point for tracking work items and development.,https://keyera.atlassian.net/wiki/spaces/DF/,Medium,,,,Pauline Telan,6230ae1375f257006a99beed,Pauline Telan,6230ae1375f257006a99beed,12/Sep/25 3:37 PM,12/Sep/25 3:38 PM,,,,,,,,,,,,,0,Measurement,,,,,,Pauline Telan,,,,,,,,6230ae1375f257006a99beed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF-765,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@55fcfa3,,,,,0.0,,{},,,,,,,,,,,,,,,,,0|i043tk:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43057,DF-766,Create Operational Data Quantity - Daily table,To Do,12/Sep/25 3:37 PM
Create keyera_enterprise_*.gold_measurement.operational_data_quantity_daily table,DF-769,43060,Story,Backlog,DF,Data Foundations,software,Lee Pattison,61d60cf3e7637900680e44d0,Jira Project space for the Data Foundations project. This is the collection point for tracking work items and development.,https://keyera.atlassian.net/wiki/spaces/DF/,Medium,,,,Pauline Telan,6230ae1375f257006a99beed,Pauline Telan,6230ae1375f257006a99beed,12/Sep/25 3:37 PM,12/Sep/25 3:38 PM,,,,,,,,,,,,,0,Measurement,,,,"h2. Acceptance Criteria



h2. Definition of Done

* Code is written and reviewed via pull request
* Terraform is Updated 
* Code is deployed to Test
* Bronze (if applicable) and Silver Source Tables Exist in Test
* Deployment activities are documented in Confluence
* Table specs document updated in Confluence 
* Table contains metadata and tags",,Pauline Telan,,,,,,,,6230ae1375f257006a99beed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF-764,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@31fbac37,,,,,0.0,,{},,,,,,,,,,,,,,,,,0|i043tc:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43057,DF-766,Create Operational Data Quantity - Daily table,To Do,12/Sep/25 3:37 PM
1 - Develop Solution design,DF-768,43059,Story,Backlog,DF,Data Foundations,software,Lee Pattison,61d60cf3e7637900680e44d0,Jira Project space for the Data Foundations project. This is the collection point for tracking work items and development.,https://keyera.atlassian.net/wiki/spaces/DF/,Medium,,Pauline Telan,6230ae1375f257006a99beed,Pauline Telan,6230ae1375f257006a99beed,Pauline Telan,6230ae1375f257006a99beed,12/Sep/25 3:37 PM,12/Sep/25 3:37 PM,,,,,,,,,,,,,0,Measurement,,,,"h2. Definition of Done

* -Table specifications template completed in Confluence-",,Pauline Telan,,,,,,,,6230ae1375f257006a99beed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF-763,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@39f08220,,,,,0.0,,{},,,,,,,,,,,,,,,,,0|i043t4:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43057,DF-766,Create Operational Data Quantity - Daily table,To Do,12/Sep/25 3:37 PM
