key,summary,type,status,priority,created_ok,updated_ok,dates_ok,required_ok,key_format_ok,unique_key_ok,link_ref_errors
DF-83,Create Petrinex Dashboards,Story,Done,Highest,True,True,True,True,True,True,0
DF-82,Investigate using wheel files for serverless compute,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-81,Sharepoint Ingestion import apply_bronze_preprocessing error,Bug,Done,Highest,True,True,True,True,True,True,0
DF-80,Power BI Measurement Report - Databricks and Power BI Test,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-79,SharePoint Test,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-78,OAuth Token Expiration - Service for Power BI and Databricks to Refresh Data in Power BI,Story,Done,Medium,True,True,True,True,True,True,0
DF-77,Sharing the Dataset with End User,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-76,Incremental Refresh,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-75,"Optimize the Visual, Queries, Tables",Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-74,Replicate and combine all report into one report,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-73,Mashed Report - PBI,Story,Done,Medium,True,True,True,True,True,True,0
DF-72,"Define, Create, and Load Metadata for Data Products",Story,Approved to Start,Low,True,True,True,True,True,True,0
DF-71,Create FreshService Catalog Item(s) and Provisioning Workflows - Logistics,Story,Done,Low,True,True,True,True,True,True,0
DF-70,Create Business User Access Package,Story,In Progress,Low,True,True,True,True,True,True,0
DF-69,Create Data Product Access Package,Story,Done,Low,True,True,True,True,True,True,0
DF-68,Measurement WellTrak Calibrations and Inspections List,Epic,Backlog,Medium,True,True,True,True,True,True,0
DF-67,write query to generate metatdata for API Object Structures,Task,Backlog,Low,True,True,True,True,True,True,0
DF-66,write query to generate metadata for base tables -> unity catalog++ metada gen?,Task,Deploy,Medium,True,True,True,True,True,True,0
DF-65,gold model data: enterprise_<env>.gold_health_safety.event_list,Story,Deploy,Medium,True,True,True,True,True,True,0
DF-64,setup service accounts test,Story,Done,Medium,True,True,True,True,True,True,0
DF-63,setup service accounts dev,Story,Done,Medium,True,True,True,True,True,True,0
DF-62,define base tables for replication,Story,Done,Medium,True,True,True,True,True,True,0
DF-61,Maximo HS Event List & Weekly Dashboards,Epic,Deploy,Low,True,True,True,True,True,True,0
DF-58,"Define, Create, and Load Metadata for Data Products",Story,User Testing,Highest,True,True,True,True,True,True,0
DF-57,Create Freshservice Catalog Item(s) and Provisioning Workflows - Sustainability (Wapiti Emissions),Story,Done,Highest,True,True,True,True,True,True,0
DF-56,Complete Sustainability Data for Wapiti,Story,Done,Highest,True,True,True,True,True,True,0
DF-55,Create Data Product Access Package,Story,Done,Highest,True,True,True,True,True,True,0
DF-54,Create Business User Access Package,Story,User Testing,Highest,True,True,True,True,True,True,0
DF-53,Enable force bundle deployment to environments,Story,Done,Highest,True,True,True,True,True,True,0
DF-50,Review Bitbucket user access - document deployment requirements,Task,Backlog,High,True,True,True,True,True,True,0
DF-49,Move Bitbucket code repos to new workspace under the project.,Task,Done,Medium,True,True,True,True,True,True,0
DF-45,Publish tables to keyera_enterprise_<env>.gold_tips - main business tables,Story,Done,High,True,True,True,True,True,True,0
DF-44,Ingest Reference Tables from TIPS,Story,Done,Highest,True,True,True,True,True,True,0
DF-40,Create a PowerBI workspace for the Measurement Analyst team to publish and share visualizations created in Power BI,Story,Done,High,True,True,True,True,True,True,0
DF-39,Create FreshService Catalog Item(s) and Provisioning Workflows - Measurement,Story,Done,High,True,True,True,True,True,True,0
DF-38,"Create a single internal, viewer, DATA AD (SG_ALL_IT_DF_MEA_ALL_DATA_VIEWER_IN) to secure keyera_measurement_<env>",Story,Done,High,True,True,True,True,True,True,0
DF-37,"Setup of Data security groups (AD group, Databricks wrapper group) for Measurement catalog including the new daily volumes table",Story,Done,Low,True,True,True,True,True,True,0
DF-29,Publish tables to keyera_enterprise_<env>.gold_dearman,Story,User Testing,Low,True,True,True,True,True,True,0
DF-28,Create Venting Emissions workflow,Story,Done,Highest,True,True,True,True,True,True,0
DF-27,Daily Production Volumes,Epic,Done,Medium,True,True,True,True,True,True,0
DF-26,Automate Compositions data upload for Flaring,Story,Backlog,Medium,True,True,True,True,True,True,0
DF-25,Automate Equipment Hours and Load data upload,Story,Backlog,Medium,True,True,True,True,True,True,0
DF-24,"Add Fuel Gas, Electrical, Fugitive, Liquid Fuel Combustion, and Flare Emissions for Wapiti",Story,Done,Highest,True,True,True,True,True,True,0
DF-21,Access to Databricks (Lakehouse workspace) to read and query the S&P Global data by a select group of Fundamentals users (analysts and read ,Story,Rejected,Highest,True,True,True,True,True,True,0
DF-20,S&P Global Silver tables for the requested data,Story,Done,Medium,True,True,True,True,True,True,0
DF-19,Create ABGPI workflow,Story,Done,Highest,True,True,True,True,True,True,0
DF-18,Fundamentals Dashboard,Epic,In Progress,Low,True,True,True,True,True,True,0
DF-16,TIPS Volumetric Data by Customer,Epic,In Progress,Highest,True,True,True,True,True,True,0
DF-12,Revise schema of keyera_measurement_xxx.sliver_volumentric.daily_production_volumes to include 'Site',Story,Backlog,Medium,True,True,True,True,True,True,0
DF-11,Dearman Logistics Data,Epic,In Progress,Lowest,True,True,True,True,True,True,0
DF-10,Update Measurement: Production Volume JSON to Repo,Story,Done,Medium,True,True,True,True,True,True,0
DF-9,Move Measurements: Production Volumes dataset query to gold table,Story,Done,Medium,True,True,True,True,True,True,0
DF-8,Connect https://bitbucket.org/keyeradataservices/keyera-databricks/src/main/ to DF Jira,Task,Done,Low,True,True,True,True,True,True,0
DF-1,Wapiti Emissions Workflows,Epic,In Progress,Highest,True,True,True,True,True,True,0
DF-51,Ingest Comp Match,Story,Rejected,Medium,True,True,True,True,True,True,0
DF-52,Automate Export of Daily Raw Meter Volumes for KAPS,Story,In Evaluation,Low,True,True,True,True,True,True,0
