Key,Key,Summary,Summary_suggested,Issue Type,Status,Assignee,Priority,Story Points,Epic Link,Fix Version/s,Labels,Components,flag_missing_ac,flag_no_estimate,flag_no_owner,flag_vague_summary,groomability_score,AC_suggested,Description,Description_suggested
DF-58,,"Define, Create, and Load Metadata for Data Products","Define, Create, and Load Metadata for Data Products",Story,User Testing,Zackary Oleitschuk,Highest,,,,"Emissions,Sustainability",,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","<p>For all gold tables created for the data product:</p>

<ol>
	<li>Define and validate metadata with the business (use the template found at: <a href=""https://keyeracorp.sharepoint.com/sites/TM-DataFoundations/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FTM%2DDataFoundations%2FShared%20Documents%2FGeneral%2FBusiness%20Engagement%20%2D%20Metadata%20Output&amp;p=true&amp;ga=1&amp;xsdata=MDV8MDJ8fDMxN2ZmODI2YjBmODQ4OTQ4ZmI4MDhkZDg5YTNkNDkxfDZlZjQ5YjFkZWZkNTQ5MzNiMzdjNWUxNWMxYjEwNTM2fDB8MHw2Mzg4MTgwNTg4OTU0NjIzMjh8VW5rbm93bnxWR1ZoYlhOVFpXTjFjbWwwZVZObGNuWnBZMlY4ZXlKV0lqb2lNQzR3TGpBd01EQWlMQ0pRSWpvaVYybHVNeklpTENKQlRpSTZJazkwYUdWeUlpd2lWMVFpT2pFeGZRPT18MXxMMk5vWVhSekx6RTVPbTFsWlhScGJtZGZUakpLYUU1SFdUTk9SRkYwVDBScmVVNTVNREJPZWswelRGZEthMDFxU1hSTmFsSnNUWHBqTWsxcVZtbFpha0V5UUhSb2NtVmhaQzUyTWk5dFpYTnpZV2RsY3k4eE56UTJNakE1TURnNE16RTR8OWM5MzNkOGU2ZDZhNDE3ZjJkNDQwOGRkODlhM2Q0OGZ8ODU1MDU1NDRhZGY3NGI5MmI2ZDNiYmMwYzUxZmY3ZTg%3D&amp;sdata=emdxOFVidXhKS040bmp4N3o5TUQwd29FRFc3WUxRSkEvZjlHaHNTcjM0VT0%3D&amp;ovuser=6ef49b1d-efd5-4933-b37c-5e15c1b10536%2CScott_Drennan%40keyera.com"" class=""external-link"" rel=""nofollow noreferrer"">TM-Data Foundations - Documents</a>).
	<ol>
		<li>Table and Column descriptions.</li>
		<li>Table:
		<ol>
			<li>Data Sensitivity Classification</li>
			<li>Retention Policy</li>
			<li>Quality Requirements</li>
			<li>PII Flag</li>
			<li>Data Owner</li>
			<li>Data Steward</li>
		</ol>
		</li>
	</ol>
	</li>
	<li>Load metadata into Unity Catalog.</li>
</ol>
",
DF-57,,Create Freshservice Catalog Item(s) and Provisioning Workflows - Sustainability (Wapiti Emissions),Create Freshservice Catalog Item(s) and Provisioning Workflows - Sustainability (Wapiti Emissions),Story,Done,Jordan Richter,Highest,,,,"Emissions,Sustainability",,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","<ol>
	<li>Freshservice catalog items and approval workflows must be created for:
	<ol>
		<li>AD groups identified in the Business User Access Package; approver should be the Data Steward.</li>
		<li>AD groups identified in the Data Product Access Package; approver should be the Data Steward.</li>
	</ol>
	</li>
</ol>


<p>Note: In general this will result in 3 Freshservice catalog items:</p>

<ol>
	<li>Viewer access to the data stored in a specific Unity Catalog location (for Silver and/or Gold data).</li>
	<li>Viewer access to the PowerBI apps and/or Databricks Dashboards created.</li>
	<li>Analyst access to the appropriate business team Databricks workspace, Power BI workspace, Unity Catalog locations, and Databricks compute resources.</li>
</ol>
",
DF-56,,Complete Sustainability Data for Wapiti,Complete Sustainability Data for Wapiti,Story,Done,Colton Reid,Highest,,,,"Emissions,Sustainability",,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","<p>Complete all tabs in sustainability dataset for Wapiti back to January 2024. Dataset is located here: <a href=""https://keyeracorp.sharepoint.com/sites/EXT-GS-SustainabilityExternalSharing/Data%20Automation/Forms/AllItems.aspx?xsdata=MDV8MDJ8fDcxZDFlZmMwZTY2YjQ4NjRlYzZjMDhkZDg5YTIyNjEwfDZlZjQ5YjFkZWZkNTQ5MzNiMzdjNWUxNWMxYjEwNTM2fDB8MHw2Mzg4MTgwNTE2NzI4MjkwMzZ8VW5rbm93bnxWR1ZoYlhOVFpXTjFjbWwwZVZObGNuWnBZMlY4ZXlKV0lqb2lNQzR3TGpBd01EQWlMQ0pRSWpvaVYybHVNeklpTENKQlRpSTZJazkwYUdWeUlpd2lWMVFpT2pFeGZRPT18MXxMMk5vWVhSekx6RTVPbTFsWlhScGJtZGZUakpLYUU1SFdUTk9SRkYwVDBScmVVNTVNREJPZWswelRGZEthMDFxU1hSTmFsSnNUWHBqTWsxcVZtbFpha0V5UUhSb2NtVmhaQzUyTWk5dFpYTnpZV2RsY3k4eE56UTJNakE0TXpZMk1UTXl8NTMyNjNjMzdmNTNlNDM0NmVjNmMwOGRkODlhMjI2MTB8MGVlZjliNDAwNzZlNGFmMzlhNjQ4M2Q4NGM1OGE1MmE%3D&amp;sdata=SVdReWwzdHNib3dURXhFcGllNWR2Y21zVTJhU1Jlc1Y3cXJtTUNuTC9rQT0%3D&amp;ovuser=6ef49b1d-efd5-4933-b37c-5e15c1b10536%2CScott_Drennan%40keyera.com"" class=""external-link"" rel=""nofollow noreferrer"">Sustainability External Sharing Site - Data Automation - All Documents</a></p>",
DF-55,,Create Data Product Access Package,Create Data Product Access Package,Story,Done,Dhruv Modi,Highest,,,,"Emissions,Sustainability",,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","<ol>
	<li>Create a single viewer AD group (e.g., SG_ALL_IT_DF_<b>&lt;business_team_abbrv&gt;</b><em>ALL_DATA_VIEWER</em><b>&lt;IN|CF&gt;</b>) to secure viewer access to the data in Unity Catalog (e.g., keyera_<b>&lt;business_team&gt;_&lt;env&gt;</b>).</li>
	<li>Create a single viewer AD group (e.g., SG_ALL_IT_DF_<b>&lt;business_team_abbrv&gt;</b><em>ALL_APP_VIEWER</em><b>&lt;IN|CF&gt;</b>) to secure viewer access to the Power BI application or any Databricks Dashboards.</li>
</ol>
",
DF-54,,Create Business User Access Package,Create Business User Access Package,Story,User Testing,Scott Drennan,Highest,,,,"Emissions,Sustainability",,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","<p>Tasks related to provisioning data analyst access to a given data product are grouped into a “Business User Access Package.” The intention is to ensure that the business is equipped to quickly and easily take advantage of every new data product delivered. <a href=""https://keyera.atlassian.net/wiki/spaces/DF/pages/19104642/Technical+Standards#Business-User-Access-Package"" class=""external-link"" rel=""nofollow noreferrer"">See the project Technical Standards for more information.</a></p>

<ol>
	<li>Create a single internal, developer APP AD group (e.g., SG_ALL_IT_DF_<b>&lt;business_team_abbrv&gt;</b><em>ALL_APPS_DEVELOPER</em><b>&lt;IN|CF&gt;</b>) to secure the PowerBI workspace, the compute clusters, and the writable unity catalog location.
	<ol>
		<li>Note: This is required per team, not per data product.</li>
	</ol>
	</li>
	<li>Create a PowerBI workspace for the business team to publish and share visualizations created in Power BI.</li>
	<li>Create a Unity Catalog location (e.g., keyera_sandbox_<b>&lt;business_team&gt;</b>) to allows the business team to save queries, notebooks, and tables within the Databricks (Lakehouse-Production) workspace.</li>
	<li>Create required compute clusters (SQL and General Compute) specific to the business team allowing read and write, attached to the appropriate workspace. Clusters must be tagged (at minimum) with <tt>""cost_centre"" = ""&lt;business_team&gt;""</tt>. Cost policies must be applied to each cluster limiting usage to CAD $100 / day / cluster.</li>
</ol>
",
DF-53,,Enable force bundle deployment to environments,Enable force bundle deployment to environments,Story,Done,Mateo Fidabel,Highest,,,,"Emissions,Sustainability",,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","<p>Currently when deployed resources (dashboards, workflows, etc) are manually changed on the Dev/Test/Prod workspaces, the cicd pipeline fails due to conflicts in the bundle. As a result, a dev would have to do the deployment from their machine into the desired environment. </p>

<p><span class=""image-wrap"" style=""""><img src=""/rest/api/3/attachment/content/26023"" alt=""image-20250502-154800.png"" height=""339"" width=""665"" style=""border: 0px solid black"" /></span></p>



<p>This issue has happened a few times with dashboards when a quick fix had to be manually done in production, or someone opens a deployed dashboard in Draft. </p>



<p>Proposed fix: Create three manually triggered, separate custom pipelines that would force deploy the bundle to Dev, Test, and Prod. </p>",
DF-50,,Review Bitbucket user access - document deployment requirements,Review Bitbucket user access - document deployment requirements,Task,Backlog,Oliver Kim,High,,,,df-architecture,,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta",<p>Document requirement for upgraded Bitbucket license - determine the tradeoffs between sticking with the existing Bitbucket standard license and upgrading to Bitbucket premium for finer grained access controls for deployment</p>,
DF-49,,Move Bitbucket code repos to new workspace under the project.,Move Bitbucket code repos to new workspace under the project.,Task,Done,Oliver Kim,Medium,,,,df-architecture,,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta",,"Problem Statement:

Goal / Outcome:

Scope:
- 

Out of Scope:
- 

Acceptance Criteria:
1) Given <state> When <action> Then <result>
2) Given <state> When <action> Then <result>

Data / Interfaces:

Dependencies:

Risks & Assumptions:

Definition of Done:
- AC pasan en dev/QA
- Docs actualizadas (link)
- Alertas/monitoring (si aplica)
"
DF-45,,Publish tables to keyera_enterprise_<env>.gold_tips - main business tables,Publish tables to keyera_enterprise_<env>.gold_tips - main business tables,Story,Done,Svetlana Garaev,High,,,,"BD,G&P",,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","<ol>
	<li>Publish to keyera_enterprise_&lt;env&gt;.gold_tips the following tables (details can be found here <a href=""https://keyeracorp.sharepoint.com/:x:/r/sites/EXT-DS-DataFoundations-ExternalSharing/_layouts/15/Doc.aspx?sourcedoc=%7BB33C26E2-B483-4302-B7AA-569BD698F7A8%7D&amp;file=Data_Products.xlsx&amp;action=default&amp;mobileredirect=true"" class=""external-link"" rel=""nofollow noreferrer"">Data_Products.xlsx</a>):
	<ol>
		<li>Meter Hierarchy</li>
		<li>Posted Volume</li>
		<li>Deductions / Deductions Report</li>
	</ol>
	</li>
</ol>
",
DF-44,,Ingest Reference Tables from TIPS,Ingest Reference Tables from TIPS,Story,Done,Lee Pattison,Highest,,,,"BD,G&P",,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","<p>Publish to keyera_enterprise_&lt;env&gt;.silver_tips the following tables (details can be found here: <a href=""https://keyeracorp.sharepoint.com/:w:/r/sites/EXT-DS-DataFoundations-ExternalSharing/Data%20Foundations%20Sharing%20Library/Data%20Products/TIPS%20Queries/Gold%20additional%20tables%20-%20TIPS.docx?d=wc2f0d4096aeb4cf891a9a178001b55da&amp;csf=1&amp;web=1&amp;e=sTWCkE"" class=""external-link"" rel=""nofollow noreferrer"">Gold additional tables - TIPS.docx</a>)</p>

<ul>
	<li><del>Product_Descriptions <span class=""error"">&#91;complete&#93;</span></del></li>
	<li><del>Fee_type_descriptions <span class=""error"">&#91;complete&#93;</span></del></li>
	<li>Disposition_descriptions <a href=""https://keyera.atlassian.net/browse/DF-276"" title=""smart-link"" class=""external-link"" rel=""nofollow noreferrer"">https://keyera.atlassian.net/browse/DF-276</a></li>
	<li>Account_meter_type <a href=""https://keyera.atlassian.net/browse/DF-276"" title=""smart-link"" class=""external-link"" rel=""nofollow noreferrer"">https://keyera.atlassian.net/browse/DF-276</a></li>
	<li>Rec_status <a href=""https://keyera.atlassian.net/browse/DF-276"" title=""smart-link"" class=""external-link"" rel=""nofollow noreferrer"">https://keyera.atlassian.net/browse/DF-276</a></li>
	<li><del>Volume_type <span class=""error"">&#91;complete&#93;</span></del></li>
	<li>Physical_Contractual<a href=""https://keyera.atlassian.net/browse/DF-276"" title=""smart-link"" class=""external-link"" rel=""nofollow noreferrer"">https://keyera.atlassian.net/browse/DF-276</a></li>
	<li>Contractual_uom<a href=""https://keyera.atlassian.net/browse/DF-276"" title=""smart-link"" class=""external-link"" rel=""nofollow noreferrer"">https://keyera.atlassian.net/browse/DF-276</a></li>
	<li>Production_Facility_type <a href=""https://keyera.atlassian.net/browse/DF-276"" title=""smart-link"" class=""external-link"" rel=""nofollow noreferrer"">https://keyera.atlassian.net/browse/DF-276</a></li>
</ul>
",
DF-40,,Create a PowerBI workspace for the Measurement Analyst team to publish and share visualizations created in Power BI,Create a PowerBI workspace for the Measurement Analyst team to publish and share visualizations created in Power BI,Story,Done,Dhruv Modi,High,,,,Measurement,,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta",,"Problem Statement:

Goal / Outcome:

Scope:
- 

Out of Scope:
- 

Acceptance Criteria:
1) Given <state> When <action> Then <result>
2) Given <state> When <action> Then <result>

Data / Interfaces:

Dependencies:

Risks & Assumptions:

Definition of Done:
- AC pasan en dev/QA
- Docs actualizadas (link)
- Alertas/monitoring (si aplica)
"
DF-39,,Create FreshService Catalog Item(s) and Provisioning Workflows - Measurement,Create FreshService Catalog Item(s) and Provisioning Workflows - Measurement,Story,Done,Jordan Richter,High,,,,Measurement,,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","<p>Catalog item+s+ will include:</p>

<ul>
	<li>All | Analyst | PowerBI App</li>
	<li>All | Everyone | PowerBI App</li>
	<li>All | Business Users | Access Package</li>
	<li>Compositions | Everyone | Databricks Dashboard</li>
	<li>Production Volumes | Everyone | Databricks Dashboard</li>
</ul>
",
DF-38,,"Create a single internal, viewer, DATA AD (SG_ALL_IT_DF_MEA_ALL_DATA_VIEWER_IN) to secure keyera_measurement_<env>","Create a single internal, viewer, DATA AD (SG_ALL_IT_DF_MEA_ALL_DATA_VIEWER_IN) to secure keyera_measurement_<env>",Story,Done,Dhruv Modi,High,,,,Measurement,,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta",,"Problem Statement:

Goal / Outcome:

Scope:
- 

Out of Scope:
- 

Acceptance Criteria:
1) Given <state> When <action> Then <result>
2) Given <state> When <action> Then <result>

Data / Interfaces:

Dependencies:

Risks & Assumptions:

Definition of Done:
- AC pasan en dev/QA
- Docs actualizadas (link)
- Alertas/monitoring (si aplica)
"
DF-37,,"Setup of Data security groups (AD group, Databricks wrapper group) for Measurement catalog including the new daily volumes table","Setup of Data security groups (AD group, Databricks wrapper group) for Measurement catalog including the new daily volumes table",Story,Done,Scott Drennan,Low,,,,Fundamentals,,True,True,False,False,55,"1) Given reglas esperadas por fuente When corro validador de grupos Then no hay desviaciones y se emite reporte firmado
2) Given un usuario fuera de regla When detecto la desviación Then se abre ticket 'Access‑Fix' y se notifica a SecOps",,"Problem Statement:

Goal / Outcome:

Scope:
- 

Out of Scope:
- 

Acceptance Criteria:
1) Given <state> When <action> Then <result>
2) Given <state> When <action> Then <result>

Data / Interfaces:

Dependencies:

Risks & Assumptions:

Definition of Done:
- AC pasan en dev/QA
- Docs actualizadas (link)
- Alertas/monitoring (si aplica)
"
DF-29,,Publish tables to keyera_enterprise_<env>.gold_dearman,Publish tables to keyera_enterprise_<env>.gold_dearman,Story,User Testing,Zackary Oleitschuk,Low,,,,"CommercialOps,Logistics,Supply_Operations",,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta",,"Problem Statement:

Goal / Outcome:

Scope:
- 

Out of Scope:
- 

Acceptance Criteria:
1) Given <state> When <action> Then <result>
2) Given <state> When <action> Then <result>

Data / Interfaces:

Dependencies:

Risks & Assumptions:

Definition of Done:
- AC pasan en dev/QA
- Docs actualizadas (link)
- Alertas/monitoring (si aplica)
"
DF-28,,Create Venting Emissions workflow,Create Venting Emissions workflow,Story,Done,Mateo Fidabel,Highest,,,,"Emissions,Sustainability",,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","<p><b>Why</b></p>

<p>Venting emissions comes from blanket gas, compressor seals, and analyzers. </p>

<ul>
	<li>Note#1: In the Equip to Analysis Lookup sheet, an allocated volume method column was added. Allocated volume method = 3, denotes the Rate method which involves calculating allocated volume = rate * equip hours. This calculation is already captured in the equip_alloc_volumes table.</li>
</ul>


<p><b>What</b></p>

<p>Venting emission pre-requisites and requirements have been added in the attached excel file. Major steps include (steps defined in the excel):</p>

<p><b>Pre-requisites for Venting Emissions requirements:</b></p>

<ol>
	<li>Add the Mol weight constants to the Gas Properties tab in Sustainability Dataset</li>
	<li>The venting analysis groups have been added the ""meter to analysis group"" tab in the sustainability Dataset</li>
	<li>The total volume for the analysis group has been calculate in &lt;workflow name&gt; with results placed in 'keyera_sustainability_dev.silver_air_emissions_v2.equip_allocated_volumes' table (see Note #1)</li>
	<li>Existing schema for keyera_sustainability_dev.silver_air_emissions_v2.emissions_compositional_grouping  updated to include additional columns: <b>mol_weight, mass_frac_co2, mass_frac_ch4</b></li>
	<li>Calculate the ""Mol Weight"" of each sample</li>
	<li>Calculate the ""Mass Fraction of C02"" for each sample</li>
	<li>Calculate the ""Mass Fraction of CH4"" for each sample</li>
</ol>


<p><b>Venting Emissions Requirements:</b></p>

<ol>
	<li>Create a new table: keyera_sustainability_&lt;env&gt;.gold_air_emissions_v2.venting_emissions_metrics.</li>
	<li>Calculate c02_emissions_t with the following calculation: Analysis group allocated volume * (Mol weight / Ideal Gas Constant) * C02 Mass Fraction</li>
	<li>Calculate ch4_emissions_t with the following calculation: Analysis group allocated volume * (Mol weight / Ideal Gas Constant) * CH4 Mass Fraction</li>
	<li>Calculate co2e_emissions_t with the following calculation: (c02_emissions_t *Global Warming Potential of C02 Constant)+ (ch4_emissions_t * Global Warming Potential of CH4 Constant)</li>
</ol>
",
DF-27,,Daily Production Volumes,Daily Production Volumes,Epic,Done,Gladys Salas,Medium,,,,Measurement,,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","<ul>
	<li><b>Business Owner:</b> Tyson van Leusden</li>
	<li><b>Business Lead:</b> Deana Bruce</li>
</ul>


<p><b>Why is/isn’t this urgent?</b></p>

<p>Volumetric data is fundamental to all business lines and to enabling our analysts.</p>

<ol>
	<li>Publish the daily production volumes table as a gold table within Measurement catalog [<span class=""error"">&#91;LP1&#93;</span>|#]
	<ol>
		<li>Jira: [
    <span class=""jira-issue-macro"" data-jira-key=""DF-9"" >
                <a href=""https://keyera.atlassian.net/browse/DF-9"" class=""jira-issue-macro-key issue-link""  title=""Move Measurements: Production Volumes dataset query to gold table"" >
            <img class=""icon"" src=""https://keyera.atlassian.net/images/icons/issuetypes/story.svg"" />
            DF-9
        </a>
                                                    <span class=""aui-lozenge aui-lozenge-subtle aui-lozenge-success jira-macro-single-issue-export-pdf"">Done</span>
            </span>
 Move Measurements: Production Volumes dataset query to gold table - JIRA|https://keyera.atlassian.net/browse/DF-9]</li>
		<li>Setup of Data security groups (AD group, Databricks wrapper group) for Measurement catalog including the new daily volumes table</li>
	</ol>
	</li>
	<li>Create a single internal, viewer, DATA AD (SG_ALL_IT_DF_MEA_ALL_DATA_VIEWER_IN) to secure keyera_measurement_&lt;env&gt;</li>
	<li>Create a FreshService catalog item (approver: Tania Nezic) for access requests</li>
	<li>Create a PowerBI workspace for the Measurement Analyst team to publish and share visualizations created in Power BI</li>
	<li>Create a Unity Catalog location (keyera_sandbox_measurement) to allows the Measurement analyst team to save queries, notebooks, and tables within Databricks (Lakehouse)</li>
	<li>Create a require compute clusters (SQL and General Compute) specific the Measurement Analyst team allowing read and write</li>
	<li>Create a single internal, developer APP AD group (SG_ALL_IT_DF_MEA_ALL_APPS_DEVELOPER_IN) to secure the PowerBI workspace, the compute clusters, and the writable unity catalog location.</li>
</ol>
",
DF-26,,Automate Compositions data upload for Flaring,Automate Compositions data upload for Flaring,Story,Backlog,Unassigned,Medium,,,,"Emissions,Sustainability",,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","<p>Currently, Colton manually enters compositions for Flaring emissions into the sustainability excel. MMS may be able to provide this data via a new analysis group (weighted inlet composition analysis) but discussions with Measurements need to happen.</p>



<p>Screenshot of excel sheet where Colton enters compositions</p>

<p><span class=""image-wrap"" style=""""><img src=""/rest/api/3/attachment/content/26022"" alt=""image-20250501-194652.png"" height=""643"" width=""1906"" style=""border: 0px solid black"" /></span></p>

<p>Tasks to consider:</p>

<ol>
	<li>Ingest weighted inlet composition analysis data into Databricks</li>
	<li>Update downstream emissions workflows</li>
</ol>


<p>From previous discussions with Colton, the weighted inlet composition analysis may be done for all sites except for Rimbey but this should be confirmed.</p>",
DF-25,,Automate Equipment Hours and Load data upload,Automate Equipment Hours and Load data upload,Story,Backlog,Unassigned,Medium,,,,"Emissions,Sustainability",,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","<p>MMS Inmation has equipment hours and load data that the emissions pipeline could use. Currently this data is manually updated by Colton Reid in <a href=""https://keyeracorp.sharepoint.com/:x:/r/sites/EXT-GS-SustainabilityExternalSharing/Data%20Automation/Sustainability%20Datasets.xlsx?d=wa734ee63010e4180b6d9488b640675ee&amp;csf=1&amp;web=1&amp;e=haqjkc"" class=""external-link"" rel=""nofollow noreferrer"">Sustainability Datasets.xlsx</a> (Equip Hours and Load), which is then pulled by the Databricks automation to calculate Fuel Gas emissions. </p>

<p>This story involves integrating Inmation data into the current emissions pipeline so that Colton does not have to manually update the excel sheet.</p>

<ol>
	<li>Ingest Inmation data</li>
	<li>Update emissions workflow to use ingested Inmation data instead of the sustainability excel.</li>
</ol>


<p>Notes:</p>

<ol>
	<li>This story branched from the old Rimbey emissions Jira board: <a href=""https://keyera.atlassian.net/browse/RAE-72?atlOrigin=eyJpIjoiMDk1MzJhZWQ0NzhhNDBjMWFkNmY2MGUwN2ZlYzk5MGEiLCJwIjoiaiJ9"" title=""smart-link"" class=""external-link"" rel=""nofollow noreferrer"">https://keyera.atlassian.net/browse/RAE-72?atlOrigin=eyJpIjoiMDk1MzJhZWQ0NzhhNDBjMWFkNmY2MGUwN2ZlYzk5MGEiLCJwIjoiaiJ9</a>.</li>
</ol>
",
DF-24,,"Add Fuel Gas, Electrical, Fugitive, Liquid Fuel Combustion, and Flare Emissions for Wapiti","Add Fuel Gas, Electrical, Fugitive, Liquid Fuel Combustion, and Flare Emissions for Wapiti",Story,Done,Pauline Telan,Highest,,,,"Emissions,Sustainability",,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","<p><b>Why</b></p>

<p>Within the Emissions Pipeline workflow, add “Wapiti Gas Plant” in the FACILITY_NAMES parameter in the Flare_Emissions and Fuel_Gas_Combustion_Emissions tasks.</p>

<p><b>What</b></p>

<p>Acceptance Criteria:</p>

<ol>
	<li>The emissions dashboard displays Wapiti data in addition to Rimbey in all views (Compliance Summary, Emission Details, Production Inputs)</li>
	<li>Wapiti data is present in Emission Details &gt; Emission Details (Monthly) &gt; Fuel Combustion Emissions and Flare Emissions tables</li>
	<li>In Production Inputs &gt; analysis group totals by tag by Day, Wapiti tags are displayed as per the Sharepoint list.</li>
</ol>
",
DF-21,,Access to Databricks (Lakehouse workspace) to read and query the S&P Global data by a select group of Fundamentals users (analysts and read only),Access to Databricks (Lakehouse workspace) to read and query the S&P Global data by a select group of Fundamentals users (analysts and read only),Story,Rejected,Mateo Fidabel,Highest,,,,Fundamentals,,True,True,False,False,55,"1) Given reglas esperadas por fuente When corro validador de grupos Then no hay desviaciones y se emite reporte firmado
2) Given un usuario fuera de regla When detecto la desviación Then se abre ticket 'Access‑Fix' y se notifica a SecOps","<ul>
	<li>Terraform to run as part of CI/CD Pipelines.
	<ul>
		<li>Services or bitbucket to store state, decision to be decided
		<ul>
			<li>Define is it a bucket, server (Hashi Corp managed), GIT, or local • Databricks Security Groups Defined i. Terraform ii. Identify how to map our group naming convention to the the Keyera Active Directory Naming Convention • Map Active Directory Groups into our Databricks Security Groups i. Terraform? ii. Request the creation of active directory groups via freshservice • SQL Warehouse provisioned and permissions assigned i. Terraform ii. Tagging applied – need to define actual tagging naming convention back to cost center • Unity Catalog Permissions Assigned (ACL Grants) o Terraform? • Documentation (location tbd – git, confluence, sharepoint, etc</li>
		</ul>
		</li>
	</ul>
	</li>
</ul>
",
DF-20,,S&P Global Silver tables for the requested data,S&P Global Silver tables for the requested data,Story,Done,Angie Shin,Medium,,,,Fundamentals,,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","<p>The requested data is the S&amp;P data in this spreadsheet: <a href=""https://stoicfinchcom.sharepoint.com/:x:/r/sites/ProjectsStoicFinch/Shared%20Documents/031-003%20Data%20Foundations%20Build/Client%20Supplied%20Information/Fundamentals%20-%20Release%201/Dashboard%20Example.xlsx?d=wfda075fd13f243f8a1234494a5b2b780&amp;csf=1&amp;web=1&amp;e=nVoRZm"" class=""external-link"" rel=""nofollow noreferrer"">Dashboard Example.xlsx</a></p>

<p>Only use the Price Forecast sheet and only commodities that are listed in the S&amp;P column of each table</p>

<ol>
	<li>S&amp;P Global Silver tables for the requested data
	<ol>
		<li>Validate where the data comes from:
		<ol>
			<li>Databricks Catalog (via delta share) (data is not currently available from here),</li>
			<li>S&amp;P Global Connect, or</li>
			<li>S&amp;P Connect API (most data comes from here as an http call – everything Oil and Gas Markets)
			<ol>
				<li>Developer to fill in technical details and link to documentation sdk vs python. Save docs in OneDrive and link here</li>
			</ol>
			</li>
		</ol>
		</li>
		<li>Bronze &amp; Silver Ingestion as Usual
		<ol>
			<li>Details tbd</li>
		</ol>
		</li>
		<li>Documentation (location tbd – git, confluence, SharePoint, etc.)</li>
	</ol>
	</li>
</ol>
",
